36527.1875,43,48,43,49,45,44,44,42,45,44,54
36527.22917,46,46,45,49,45,42,43,41,45,41,55
36527.27083,46,50,41,49,46,44,42,41,45,43,56
36527.3125,47,48,45,49,45,42,42,47,45,44,56
36527.35417,51,50,46,50,45,44,45,48,46,46,54
36527.39583,55,52,48,53,49,51,50,53,49,51,57
36527.4375,56,57,51,59,52,57,56,58,56,58,62
36527.47917,59,62,53,63,57,62,62,63,62,63,65
36527.52083,65,65,58,70,62,68,69,69,66,68,67
36527.5625,68,68,62,72,65,71,71,72,69,71,69
36527.60417,69,69,66,73,67,72,73,73,71,73,70
36527.64583,68,69,68,73,67,72,73,73,72,73,70
36527.6875,68,68,63,72,63,71,73,72,71,72,70
36527.72917,65,65,64,68,61,66,68,68,69,67,70
36527.77083,64,63,59,65,58,63,64,64,66,64,68
36527.8125,63,62,58,63,56,62,65,63,65,62,65
36527.85417,62,60,59,62,58,60,65,61,64,61,63
36527.89583,63,60,59,62,60,60,63,61,62,61,64
36527.9375,63,61,59,62,59,58,63,61,62,60,64
36527.97917,62,60,58,62,59,60,63,61,61,61,62
36528.02083,63,61,57,62,58,61,63,61,61,62,62
36528.0625,62,59,58,62,57,60,62,61,61,61,62
36528.10417,62,59,58,61,58,60,62,60,62,61,63
36528.14583,62,60,58,61,58,60,61,60,62,61,64
36528.1875,60,59,56,61,59,60,61,60,61,61,63
36528.22917,60,60,55,61,59,60,61,60,61,61,63
36528.27083,60,59,55,61,58,60,61,60,61,60,63
36528.3125,62,58,55,61,58,58,62,60,61,60,62
36528.35417,60,59,55,61,57,59,62,60,61,60,62
36528.39583,64,59,56,63,59,60,63,63,61,62,64
36528.4375,64,63,58,65,62,64,64,65,62,64,66
36528.47917,66,63,60,70,63,67,68,69,66,68,69
36528.52083,71,65,63,73,66,68,70,71,69,69,69
36528.5625,70,65,65,76,65,68,72,73,70,69,69
36528.60417,71,65,65,74,65,69,72,73,69,70,68
36528.64583,72,65,64,74,65,69,73,73,69,70,66
36528.6875,71,66,62,72,64,69,70,72,67,70,67
36528.72917,68,65,61,71,56,67,70,70,66,69,65
36528.77083,67,64,59,68,51,65,68,66,64,66,63
36528.8125,67,62,56,66,49,62,66,66,63,64,62
36528.85417,65,61,55,64,48,60,60,64,60,63,61
36528.89583,64,61,48,63,48,62,59,63,52,63,61
36528.9375,65,62,48,64,47,63,59,63,52,64,61
36528.97917,64,62,47,65,46,63,58,63,50,64,60
36529.02083,64,63,47,66,46,64,56,64,48,64,62
36529.0625,63,62,45,66,45,63,56,62,48,64,62
36529.10417,65,62,45,65,44,63,56,62,48,63,62
36529.14583,64,63,45,65,44,63,56,62,48,63,63
36529.1875,64,62,47,65,44,63,55,63,49,64,61
36529.22917,64,60,55,65,44,64,54,63,48,64,59
36529.27083,64,60,54,65,44,65,53,63,47,64,58
36529.3125,64,60,55,65,44,65,54,64,47,65,58
36529.35417,65,58,53,65,44,64,54,64,47,64,49
36529.39583,66,58,55,69,44,65,54,65,47,65,48
36529.4375,66,57,55,70,45,66,54,65,47,66,47
36529.47917,67,57,53,71,46,66,52,67,46,65,49
36529.52083,68,56,53,71,46,65,53,67,47,64,51
36529.5625,68,56,54,70,46,65,54,66,47,64,53
36529.60417,66,54,48,71,47,66,54,66,48,65,52
36529.64583,66,52,49,71,47,66,54,66,49,65,52
36529.6875,66,51,52,72,48,63,54,66,49,61,52
36529.72917,66,50,51,70,47,60,54,62,49,60,50
36529.77083,63,49,48,64,46,59,53,61,48,59,50
36529.8125,54,46,47,63,46,57,52,61,47,57,45
36529.85417,52,44,46,61,46,56,49,59,46,56,43
36529.89583,49,41,46,61,45,54,48,58,43,54,41
36529.9375,47,40,45,58,44,52,47,53,43,51,41
36529.97917,47,36,43,51,43,47,44,51,41,47,39
36530.02083,47,33,43,50,42,45,42,50,41,45,37
36530.0625,46,35,43,50,41,44,41,48,40,44,36
36530.10417,45,32,41,49,40,42,39,46,37,42,35
36530.14583,43,33,40,47,39,41,38,45,37,41,35
36530.1875,41,32,38,45,37,40,37,43,35,39,34
36530.22917,41,32,36,45,36,39,36,40,33,38,34
36530.27083,39,29,35,44,35,35,37,37,36,35,34
36530.3125,39,32,33,42,34,36,34,33,35,34,32
36530.35417,40,31,34,40,35,36,35,32,33,34,32
36530.39583,43,32,33,42,37,37,38,39,37,37,34
36530.4375,45,33,38,44,39,40,41,43,38,41,34
36530.47917,44,34,40,45,40,41,43,45,39,42,34
36530.52083,45,35,39,47,41,42,45,46,42,44,34
36530.5625,46,33,40,48,40,43,45,46,41,44,35
36530.60417,46,33,40,48,41,43,44,46,41,44,35
36530.64583,46,33,41,48,41,44,44,47,40,44,33
36530.6875,45,32,40,47,40,42,41,45,38,43,31
36530.72917,39,28,36,44,38,39,40,43,35,40,26
36530.77083,39,26,37,41,35,37,37,40,33,37,25
36530.8125,39,24,36,40,33,35,33,38,30,34,23
36530.85417,38,22,32,39,31,32,30,35,28,31,20
36530.89583,36,21,29,37,28,30,29,33,27,30,20
36530.9375,32,20,28,35,27,28,27,31,26,28,19
36530.97917,32,19,27,33,26,27,27,29,25,27,18
36531.02083,30,18,25,30,24,25,25,28,24,25,18
36531.0625,29,18,25,29,24,25,23,26,22,25,18
36531.10417,28,17,23,28,23,24,23,26,22,23,17
36531.14583,28,17,22,27,22,23,21,22,20,22,17
36531.1875,28,16,22,25,22,22,21,22,20,21,15
36531.22917,26,15,21,24,22,22,21,21,19,21,15
36531.27083,26,15,20,23,20,21,20,21,19,20,15
36531.3125,26,15,20,22,20,20,19,19,19,19,15
36531.35417,26,15,20,22,20,20,20,21,19,20,13
36531.39583,28,16,20,25,22,23,22,24,22,23,16
36531.4375,28,18,22,27,23,24,25,27,24,25,18
36531.47917,29,20,24,29,24,27,27,29,26,27,21
36531.52083,29,23,25,31,25,29,28,30,27,29,24
36531.5625,31,24,27,33,27,31,30,33,29,31,26
36531.60417,31,26,27,34,27,32,32,33,31,33,28
36531.64583,31,26,28,35,28,33,33,34,32,34,28
36531.6875,31,27,28,34,28,32,33,33,32,33,27
36531.72917,30,26,28,32,28,32,30,30,31,32,25
36531.77083,30,24,26,31,26,30,27,29,29,30,24
36531.8125,30,23,24,30,26,29,26,28,27,29,23
36531.85417,29,23,24,29,25,29,25,27,25,28,23
36531.89583,31,22,26,28,24,28,23,26,22,28,21
36531.9375,30,22,22,27,24,27,22,24,23,27,20
36531.97917,30,22,20,27,23,27,21,22,22,26,20
36532.02083,29,22,21,25,23,25,21,21,24,25,19
36532.0625,26,22,20,26,24,26,21,25,24,26,20
36532.10417,24,21,20,25,23,25,20,26,22,26,19
36532.14583,22,21,19,22,24,26,20,25,21,26,19
36532.1875,22,22,18,20,24,27,21,25,23,27,19
36532.22917,22,21,20,23,25,25,20,25,21,26,18
36532.27083,24,18,19,23,26,25,20,25,20,25,18
36532.3125,22,18,20,19,25,25,20,19,21,24,17
36532.35417,25,19,19,22,25,24,21,20,21,24,18
36532.39583,31,22,21,29,28,28,24,29,25,28,22
36532.4375,35,25,28,33,30,31,29,33,29,32,25
36532.47917,37,27,31,35,32,34,34,35,32,35,27
36532.52083,37,29,31,36,31,35,34,36,34,36,31
36532.5625,36,30,33,38,32,35,36,37,34,36,31
36532.60417,36,30,33,38,33,35,37,37,35,36,32
36532.64583,35,31,33,38,33,35,37,38,35,36,32
36532.6875,35,32,33,38,32,35,36,39,35,35,33
36532.72917,34,32,32,37,31,34,36,37,34,33,33
36532.77083,35,29,31,35,31,31,34,35,33,32,29
36532.8125,35,28,31,35,31,30,34,31,33,30,29
36532.85417,37,27,29,35,30,30,30,31,31,30,29
36532.89583,35,27,30,32,30,30,31,30,32,30,29
36532.9375,35,27,30,31,30,30,30,30,31,30,29
36532.97917,34,27,32,30,30,30,30,30,31,30,29
36533.02083,33,28,31,30,31,30,30,30,31,30,29
36533.0625,33,28,31,31,31,30,30,30,30,30,29
36533.10417,32,27,31,32,31,30,30,30,31,30,27
36533.14583,31,27,31,32,31,30,30,30,30,30,27
36533.1875,31,27,31,32,31,30,30,30,30,30,27
36533.22917,32,26,30,32,31,30,30,30,30,30,27
36533.27083,31,26,29,32,29,29,30,30,30,30,27
36533.3125,31,26,29,32,29,30,29,30,29,30,27
36533.35417,31,26,30,31,28,29,29,30,29,29,27
36533.39583,33,27,29,31,28,30,30,30,30,30,27
36533.4375,31,27,30,32,30,30,30,31,30,31,27
36533.47917,31,28,30,32,31,32,32,33,30,32,27
36533.52083,33,29,30,33,31,32,31,33,30,32,28
36533.5625,34,30,31,33,31,32,32,33,31,33,28
36533.60417,33,29,31,34,31,32,30,34,30,32,28
36533.64583,33,29,30,34,29,32,32,32,32,32,28
36533.6875,33,28,30,33,28,31,30,32,30,31,28
36533.72917,31,28,29,32,26,31,30,32,29,31,28
36533.77083,31,26,27,32,24,31,29,30,26,30,27
36533.8125,31,26,25,32,23,30,28,30,28,29,26
36533.85417,30,25,23,31,20,29,28,30,27,29,24
36533.89583,29,24,22,31,20,28,28,28,25,27,21
36533.9375,27,24,20,31,18,28,25,28,23,27,19
36533.97917,26,23,18,31,17,27,23,28,21,27,19
36534.02083,24,21,16,29,15,27,21,27,18,26,17
36534.0625,22,18,16,27,14,26,20,25,18,25,14
36534.10417,21,17,14,26,12,25,18,23,15,24,13
36534.14583,20,14,12,24,11,23,16,21,14,21,10
36534.1875,19,13,11,22,10,22,14,19,13,21,10
36534.22917,19,12,11,22,10,20,14,19,12,19,9
36534.27083,17,12,9,21,8,19,14,19,12,18,9
36534.3125,17,11,9,19,8,17,12,18,11,16,8
36534.35417,15,10,8,19,8,17,12,18,11,16,8
36534.39583,15,9,9,19,9,17,12,18,11,16,7
36534.4375,19,13,9,20,10,19,14,18,13,18,10
36534.47917,19,14,11,21,12,20,18,21,17,19,12
36534.52083,19,17,13,23,14,22,19,22,18,21,14
36534.5625,22,18,14,24,15,23,20,24,19,23,16
36534.60417,22,20,17,25,16,24,21,24,20,24,17
36534.64583,20,21,17,25,17,24,23,25,21,24,18
36534.6875,20,21,17,24,17,24,22,24,21,24,18
36534.72917,20,20,17,23,16,24,19,22,19,24,18
36534.77083,18,18,15,20,15,21,18,19,17,20,15
36534.8125,18,15,14,18,13,19,16,18,15,17,11
36534.85417,18,11,13,19,13,17,14,18,11,16,9
36534.89583,18,9,12,18,13,17,12,16,11,14,7
36534.9375,18,8,12,17,12,15,12,16,10,14,5
36534.97917,18,7,11,16,12,14,12,13,9,12,5
36535.02083,18,5,10,14,12,13,11,12,9,11,3
36535.0625,18,4,10,13,11,11,11,11,7,8,3
36535.10417,16,3,11,12,11,11,11,10,7,8,1
36535.14583,15,3,10,12,10,9,10,9,7,7,1
36535.1875,15,3,9,12,10,9,11,9,7,6,1
36535.22917,15,2,9,12,10,9,11,9,5,7,1
36535.27083,13,2,9,12,9,8,10,9,6,6,1
36535.3125,15,2,9,11,9,7,10,9,5,5,1
36535.35417,16,4,8,12,9,8,10,9,7,6,1
36535.39583,21,8,10,17,14,14,16,17,13,13,6
36535.4375,26,13,17,22,18,19,19,22,18,19,13
36535.47917,27,17,19,25,20,22,24,26,23,22,19
36535.52083,27,21,22,26,24,25,27,27,26,26,24
36535.5625,28,25,24,28,25,28,28,29,27,28,27
36535.60417,28,28,26,29,27,30,29,29,29,29,31
36535.64583,28,30,27,30,27,31,31,31,30,31,31
36535.6875,28,31,27,31,27,33,30,31,30,32,31
36535.72917,28,31,26,29,26,30,29,29,30,30,33
36535.77083,26,30,26,28,26,29,28,27,30,29,33
36535.8125,26,30,24,28,24,28,27,27,29,28,33
36535.85417,27,28,25,28,26,26,28,27,29,27,32
36535.89583,28,30,25,27,26,27,28,27,30,28,31
36535.9375,28,31,27,27,28,28,29,27,30,29,31
36535.97917,28,30,28,27,29,28,29,28,30,29,30
36536.02083,28,34,29,28,30,28,29,28,29,29,35
36536.0625,30,33,30,29,30,29,31,28,30,30,35
36536.10417,30,32,30,30,30,29,32,30,32,30,36
36536.14583,32,33,31,31,31,30,32,31,32,31,36
36536.1875,34,34,31,31,31,31,33,30,32,32,36
36536.22917,34,34,32,31,31,32,33,31,32,33,36
36536.27083,34,33,32,32,31,31,33,32,32,32,36
36536.3125,35,32,31,33,31,32,32,33,31,33,36
36536.35417,36,32,31,33,29,32,34,33,32,33,36
36536.39583,39,39,31,36,33,38,37,38,34,38,40
36536.4375,43,42,35,41,37,42,43,43,39,43,44
36536.47917,46,44,38,46,41,46,48,50,46,47,48
36536.52083,49,47,42,49,44,51,53,50,51,51,50
36536.5625,51,49,46,54,46,53,54,54,52,54,51
36536.60417,53,50,50,56,49,56,56,55,54,55,52
36536.64583,53,50,50,57,49,57,57,57,55,57,50
36536.6875,52,50,48,57,46,56,55,57,55,56,49
36536.72917,49,47,47,54,46,54,54,54,51,55,44
36536.77083,45,45,45,50,44,50,50,49,48,50,44
36536.8125,43,42,44,48,45,47,48,46,47,47,44
36536.85417,43,39,44,45,45,46,43,38,43,44,41
36536.89583,44,42,42,41,45,47,40,35,40,45,41
36536.9375,41,42,44,38,44,42,37,35,40,40,41
36536.97917,38,41,44,35,44,40,38,32,36,36,40
36537.02083,34,48,40,31,42,43,36,30,38,39,39
36537.0625,30,48,39,30,42,43,33,27,33,38,37
36537.10417,28,45,38,29,40,42,32,27,30,37,36
36537.14583,28,39,35,28,35,40,30,26,30,35,36
36537.1875,29,39,37,28,35,37,27,27,29,33,37
36537.22917,29,37,33,28,36,39,27,30,28,35,37
36537.27083,31,37,31,28,31,39,33,27,33,34,36
36537.3125,31,43,33,26,32,42,34,30,32,37,36
36537.35417,36,46,34,29,33,45,37,34,33,42,35
36537.39583,43,40,36,39,40,43,43,41,40,43,41
36537.4375,47,43,40,46,42,46,45,46,45,46,44
36537.47917,49,45,46,52,44,51,52,53,51,52,48
36537.52083,49,47,47,55,49,54,54,54,53,54,50
36537.5625,53,49,49,58,50,56,55,57,56,56,49
36537.60417,54,49,50,58,50,58,57,57,55,58,48
36537.64583,55,48,51,59,48,58,58,58,55,58,47
36537.6875,54,47,49,58,47,58,56,58,54,58,44
36537.72917,52,45,47,56,44,55,51,56,48,55,42
36537.77083,48,43,44,51,42,52,47,52,43,53,39
36537.8125,44,42,39,50,41,50,46,51,42,51,37
36537.85417,41,39,38,49,38,48,41,48,40,48,35
36537.89583,39,37,37,45,35,46,38,43,40,45,33
36537.9375,39,36,34,42,34,44,36,39,35,41,35
36537.97917,38,31,34,37,33,39,35,31,33,35,34
36538.02083,36,33,31,37,30,38,34,31,33,36,31
36538.0625,34,30,30,36,29,35,32,32,30,35,29
36538.10417,34,27,28,35,27,32,30,31,29,31,28
36538.14583,32,26,27,31,25,30,29,26,28,27,26
36538.1875,30,25,26,28,24,29,28,23,26,28,25
36538.22917,30,23,24,26,23,27,27,22,25,26,24
36538.27083,29,24,23,26,21,26,25,21,23,24,24
36538.3125,27,22,22,23,21,25,22,20,22,24,21
36538.35417,29,22,20,25,20,25,25,21,23,23,23
36538.39583,31,27,22,33,23,32,29,32,28,31,27
36538.4375,35,31,24,36,24,35,31,36,32,35,31
36538.47917,36,32,25,38,24,36,34,37,33,37,33
36538.52083,37,34,27,40,25,39,36,39,35,39,34
36538.5625,37,37,27,42,26,41,36,41,35,41,36
36538.60417,37,40,28,43,28,43,38,42,37,43,37
36538.64583,35,41,29,43,27,45,39,44,38,44,38
36538.6875,35,42,27,43,25,45,38,43,38,44,39
36538.72917,34,40,26,41,24,43,38,41,38,43,38
36538.77083,33,38,26,38,26,41,34,38,36,40,37
36538.8125,32,35,26,36,26,36,31,34,34,36,37
36538.85417,32,36,28,35,28,34,30,31,34,35,39
36538.89583,34,37,28,32,29,35,31,35,33,36,38
36538.9375,36,36,30,34,30,35,31,35,32,36,38
36538.97917,38,37,30,35,32,37,32,34,33,37,38
36539.02083,39,38,32,36,33,37,32,35,33,38,38
36539.0625,40,37,34,38,35,39,33,37,31,40,35
36539.10417,40,39,35,38,36,40,34,37,32,39,41
36539.14583,42,42,34,39,35,43,34,39,32,42,41
36539.1875,42,40,33,39,33,43,34,37,31,42,39
36539.22917,40,39,32,41,31,44,34,43,30,43,37
36539.27083,39,38,31,43,26,45,34,41,32,41,35
36539.3125,38,36,28,42,23,43,35,39,32,43,33
36539.35417,38,34,24,40,20,43,32,37,31,42,33
36539.39583,36,34,22,40,19,43,31,39,31,42,31
36539.4375,32,34,22,41,19,43,32,39,32,43,30
36539.47917,32,34,21,42,20,44,35,38,35,43,33
36539.52083,32,36,24,40,22,45,36,38,36,44,34
36539.5625,31,36,26,40,24,45,37,40,38,44,35
36539.60417,31,36,26,40,26,44,38,39,39,44,35
36539.64583,31,35,27,40,26,44,39,39,39,44,35
36539.6875,31,34,26,40,26,44,40,42,39,44,33
36539.72917,29,33,25,37,24,41,37,41,36,42,31
36539.77083,28,31,24,31,23,38,34,34,34,39,30
36539.8125,29,29,23,29,22,38,32,30,32,36,28
36539.85417,28,28,23,28,22,36,30,27,30,34,26
36539.89583,28,27,22,26,21,35,28,26,29,33,25
36539.9375,30,26,21,25,21,34,27,29,28,33,24
36539.97917,29,25,22,24,20,33,27,23,28,31,22
36540.02083,28,24,20,23,17,33,25,26,26,31,22
36540.0625,27,22,18,26,15,31,23,27,24,29,20
36540.10417,25,21,16,27,13,30,22,26,22,29,18
36540.14583,23,20,15,25,13,29,20,22,20,27,18
36540.1875,23,18,14,24,13,27,20,21,19,25,16
36540.22917,21,17,14,23,13,27,18,19,18,23,16
36540.27083,21,18,14,22,13,26,18,19,16,23,15
36540.3125,21,17,14,21,13,25,18,18,15,22,14
36540.35417,22,15,15,21,15,24,18,19,16,21,13
36540.39583,25,18,16,24,17,27,20,24,18,27,15
36540.4375,26,21,18,27,19,30,24,27,22,29,17
36540.47917,28,22,21,32,22,32,27,32,27,32,19
36540.52083,28,24,23,34,24,34,30,35,29,35,23
36540.5625,30,28,26,35,26,36,31,35,30,36,24
36540.60417,31,29,27,36,27,36,34,36,32,36,26
36540.64583,32,31,27,37,28,37,34,38,33,37,28
36540.6875,32,31,27,37,27,37,34,37,33,37,30
36540.72917,30,31,27,36,26,37,32,35,31,37,27
36540.77083,30,29,26,33,26,34,30,32,29,32,27
36540.8125,30,27,25,29,25,31,28,25,27,29,24
36540.85417,30,25,24,25,24,29,26,22,25,28,23
36540.89583,30,23,24,24,24,28,26,20,25,25,21
36540.9375,29,21,24,23,23,27,22,20,23,24,18
36540.97917,29,19,23,22,22,24,23,19,21,22,19
36541.02083,29,21,22,23,22,25,20,20,22,23,18
36541.0625,28,19,22,24,22,24,21,22,21,21,16
36541.10417,27,18,22,23,22,26,22,22,20,23,15
36541.14583,27,16,22,21,22,24,21,23,20,23,14
36541.1875,26,19,21,22,21,26,22,21,19,23,15
36541.22917,26,18,20,21,20,25,20,18,20,22,14
36541.27083,26,19,20,21,20,24,20,16,18,20,13
36541.3125,26,19,19,19,20,23,19,16,17,20,15
36541.35417,28,20,20,21,20,25,19,19,19,22,16
36541.39583,30,23,20,28,22,31,26,27,25,29,18
36541.4375,34,26,24,33,26,35,31,33,30,34,21
36541.47917,34,28,28,36,29,37,34,38,33,37,24
36541.52083,35,32,30,39,31,41,36,41,35,40,27
36541.5625,35,34,33,42,33,42,37,42,37,42,30
36541.60417,37,36,35,43,35,43,38,43,37,43,33
36541.64583,35,37,35,44,35,44,38,43,39,44,34
36541.6875,35,37,35,44,34,44,38,43,38,44,34
36541.72917,34,37,35,43,33,43,38,41,36,43,34
36541.77083,34,36,33,42,32,42,37,39,35,42,34
36541.8125,34,36,32,41,31,42,36,39,35,41,34
36541.85417,34,35,32,40,31,40,35,39,35,40,34
36541.89583,34,35,31,40,31,40,36,39,35,40,34
36541.9375,34,34,29,40,29,39,35,39,33,39,34
36541.97917,36,34,29,40,29,37,34,39,32,38,34
36542.02083,38,34,29,37,29,36,33,36,32,36,34
36542.0625,37,35,30,36,30,37,33,35,32,37,34
36542.10417,35,35,31,36,31,37,34,35,32,38,34
36542.14583,35,36,32,36,32,38,34,36,32,38,35
36542.1875,35,37,33,36,33,38,36,36,34,38,36
36542.22917,37,38,33,37,33,38,37,37,35,38,38
36542.27083,37,38,34,37,34,38,37,37,35,38,38
36542.3125,37,38,35,37,35,38,38,37,35,38,37
36542.35417,38,38,35,37,36,38,38,37,35,38,37
36542.39583,38,38,36,38,36,39,39,37,36,39,40
36542.4375,39,39,37,39,37,40,39,38,38,41,42
36542.47917,41,39,38,41,38,40,38,38,40,41,43
36542.52083,44,41,38,43,38,42,39,40,40,43,43
36542.5625,46,42,39,45,38,46,40,42,40,45,44
36542.60417,44,40,39,49,39,47,41,43,40,45,43
36542.64583,45,41,39,50,38,48,41,51,40,48,42
36542.6875,47,41,38,52,38,49,40,60,38,51,40
36542.72917,42,42,38,51,37,50,39,57,37,51,40
36542.77083,40,40,36,49,35,49,38,53,36,49,36
36542.8125,39,37,36,44,34,47,37,39,36,45,35
36542.85417,36,35,33,42,34,45,37,39,36,43,34
36542.89583,36,33,34,40,34,42,36,37,35,41,33
36542.9375,37,31,33,39,33,39,34,36,34,39,31
36542.97917,36,30,32,39,32,38,33,35,32,37,28
36543.02083,35,29,30,36,30,37,31,33,31,36,28
36543.0625,34,27,29,35,28,36,29,32,29,35,25
36543.10417,32,26,27,34,26,35,28,32,27,33,24
36543.14583,30,26,26,32,25,34,27,30,27,32,24
36543.1875,29,25,25,32,24,33,26,29,26,30,22
36543.22917,29,25,24,31,24,32,25,28,26,30,24
36543.27083,27,24,24,29,24,31,25,27,26,29,24
36543.3125,27,24,24,28,24,30,24,24,26,27,22
36543.35417,28,24,24,27,25,29,25,24,26,26,19
36543.39583,30,23,24,29,26,30,27,32,27,30,21
36543.4375,31,24,26,32,27,32,29,32,29,32,22
36543.47917,31,24,27,34,28,33,31,34,29,34,24
36543.52083,33,26,28,36,29,35,33,35,31,35,26
36543.5625,33,27,30,37,29,36,34,38,32,37,26
36543.60417,33,28,30,38,29,37,35,38,33,38,28
36543.64583,35,29,29,39,29,38,36,39,34,38,28
36543.6875,34,27,30,39,28,37,35,39,33,37,27
36543.72917,32,26,29,37,27,35,32,36,31,35,25
36543.77083,30,25,26,32,26,33,30,30,29,32,23
36543.8125,30,23,26,31,26,31,28,28,28,30,20
36543.85417,30,22,25,30,26,30,27,27,26,29,20
36543.89583,29,20,25,31,25,28,26,28,26,28,20
36543.9375,28,20,24,29,24,27,24,28,23,27,19
36543.97917,28,19,24,28,23,25,24,27,23,25,18
36544.02083,26,19,22,27,22,25,22,27,21,25,18
36544.0625,26,16,22,26,22,23,22,25,22,22,17
36544.10417,26,17,21,25,22,23,21,23,22,21,17
36544.14583,26,15,21,24,21,21,21,22,22,19,16
36544.1875,26,15,21,23,21,20,21,21,22,19,17
36544.22917,26,14,21,23,22,19,21,20,20,18,17
36544.27083,25,14,21,22,22,19,21,19,20,17,17
36544.3125,25,13,21,21,22,18,21,19,19,17,16
36544.35417,25,14,22,23,23,19,21,20,21,18,16
36544.39583,27,19,23,25,25,24,25,26,24,25,18
36544.4375,28,20,26,28,27,26,27,27,26,27,19
36544.47917,28,22,27,30,28,28,28,31,27,29,22
36544.52083,31,24,28,32,28,30,30,33,29,31,24
36544.5625,31,25,29,34,29,32,31,33,30,32,25
36544.60417,31,26,29,35,29,34,32,34,32,34,28
36544.64583,33,27,30,35,29,34,34,34,32,35,28
36544.6875,31,27,29,35,29,34,30,32,31,35,27
36544.72917,30,26,29,34,27,33,29,32,29,33,25
36544.77083,29,23,27,30,26,30,28,28,27,29,23
36544.8125,28,22,26,28,26,28,26,24,26,27,21
36544.85417,28,21,25,25,25,26,25,22,25,26,20
36544.89583,28,21,24,23,24,26,23,24,23,25,18
36544.9375,28,19,24,25,23,24,23,25,22,25,18
36544.97917,26,19,23,26,23,24,21,25,20,24,17
36545.02083,26,20,22,25,22,25,21,23,19,23,16
36545.0625,26,18,22,24,22,23,20,23,19,22,15
36545.10417,26,16,21,23,21,21,19,21,18,20,16
36545.14583,22,17,20,22,20,21,17,17,16,18,15
36545.1875,22,17,20,20,20,21,17,17,15,18,14
36545.22917,22,14,19,19,19,19,16,15,14,17,15
36545.27083,22,14,18,18,19,18,15,14,14,16,13
36545.3125,22,11,17,18,18,16,14,13,13,15,11
36545.35417,25,13,17,19,19,19,15,16,14,18,13
36545.39583,27,17,20,24,21,24,20,23,18,23,15
36545.4375,28,18,22,27,24,26,25,26,23,26,16
36545.47917,28,21,24,29,26,28,27,29,27,28,19
36545.52083,29,22,26,32,27,30,29,31,28,30,21
36545.5625,31,24,28,33,29,32,30,34,29,32,23
36545.60417,32,26,29,34,30,34,30,33,30,32,25
36545.64583,31,28,30,35,30,35,31,34,31,34,27
36545.6875,31,29,29,35,27,35,31,34,31,34,29
36545.72917,30,29,28,35,27,35,31,34,30,34,28
36545.77083,27,27,26,29,26,32,28,28,28,30,27
36545.8125,23,24,24,27,24,27,26,24,25,26,26
36545.85417,21,24,23,26,24,27,23,22,21,25,25
